,replica,i,j,beta_ij,E[beta_ij],A[beta_ij]
516,9,1,6,0.19178332696273212,0.11378123653231553,0.3602222994697044
7827,139,6,1,0.19178332696273212,0.11387351363474857,0.4391020834171093
4635,82,6,1,0.19159845809866188,0.11435755332666181,0.3601036401262334
6539,116,6,1,0.19707316124164478,0.11816308634366302,0.40731336138439145
4131,73,6,1,0.19234251915528333,0.12181294226852468,0.3059524616271681
3460,61,6,2,0.19761604716857187,0.12364901067896783,0.3417499050903776
5592,99,6,7,0.20128619980301998,0.12476519239063014,0.394665910061393
7155,127,6,1,0.2047311494505222,0.12501804799745958,0.2880360711254589
548,9,6,2,0.20177851369047797,0.1257163084274592,0.4047807169506757
5140,91,6,2,0.20177851369047797,0.1257332486139351,0.4929288379491371
2868,51,1,6,0.20177851369047797,0.1257751409168406,0.3564753356438494
2512,44,6,7,0.20441170733056022,0.12602476286227976,0.47711914431092306
404,7,1,6,0.20616865157283518,0.12609780716006785,0.40405317124595536
5643,100,6,1,0.20738779744366073,0.12670489873297525,0.3924367711250691
6036,107,6,2,0.2055988711481731,0.12823575147920424,0.2674359979407049
8051,143,6,1,0.21472745899020917,0.12973150126192734,0.36537169459897584
324,5,6,2,0.21472745899020917,0.13009112225004682,0.41341313891560133
2564,45,6,2,0.21118055667347616,0.13128653902697268,0.39901983633283783
1611,28,6,1,0.21118055667347616,0.13140990330051278,0.30379221840475334
3764,67,1,6,0.21416692711661456,0.1317405446752833,0.2597221436452814
64,1,1,2,0.21624912940543073,0.1320227830293561,0.3572893411559385
2420,43,1,6,0.2153605767867024,0.13302314980874624,0.43580978528624753
3684,65,6,2,0.2153605767867024,0.13318231896202964,0.30653859994197313
995,17,6,1,0.2131480353816128,0.13351853873815722,0.33993057014330696
2563,45,6,1,0.2131480353816128,0.1336352172629785,0.39901983633283783
552,9,6,7,0.2102196734475438,0.13419925471661046,0.35393869396280214
6483,115,6,1,0.2191519964092354,0.13530715595592563,0.32573143435913654
6116,109,1,6,0.2191519964092354,0.13540122277001532,0.2729583568332501
2227,39,6,1,0.2191519964092354,0.13559061677089485,0.4046443950184863
7156,127,6,2,0.2242608594107274,0.13647863243161557,0.2963332236907708
6988,124,6,2,0.2186810526816644,0.13769285300803358,0.37321148214503996
155,2,6,1,0.21821957512641318,0.13793775512083345,0.40093744909459866
4100,73,1,6,0.21821957512641318,0.13833083195181273,0.40850972457189894
5139,91,6,1,0.21821957512641318,0.13840706733048047,0.4733357544276552
4772,85,1,6,0.21843621017129608,0.1388792178639086,0.329625372296584
7211,128,6,1,0.21595190822138266,0.13922147693678005,0.49338728688510475
2787,49,6,1,0.21906771646569853,0.13952586030718916,0.2646066433872266
1804,32,1,6,0.21906771646569853,0.139540271738316,0.30652575841599
4691,83,6,1,0.21906771646569853,0.13968195778852377,0.4763003269936619
7883,140,6,1,0.22001400557319079,0.13993026102305917,0.39567351014953034
3851,68,6,1,0.2198986265906743,0.14027999432749055,0.3994193072280409
2395,42,6,1,0.2198986265906743,0.1404654649265875,0.3432667807864254
3464,61,6,7,0.21625096510669545,0.14085309447171643,0.5431612422873602
124,2,1,6,0.21625096510669545,0.1409427671364068,0.45722430470034486
4580,81,6,2,0.21763244130591433,0.14118318409818303,0.4060706905365412
7828,139,6,2,0.22304105373555821,0.14283712791528608,0.4391020834171093
1612,28,6,2,0.22304105373555821,0.1428393585580865,0.30379221840475334
2539,45,2,6,0.22329914842865042,0.14351574866141953,0.44574826570523424
4604,82,1,6,0.22323424417046964,0.14439074641510657,0.5076390731858694
5500,98,1,6,0.22090496783354055,0.14469150346829984,0.46939948170820367
3352,59,6,7,0.22260305785240306,0.14628165822360895,0.22322597290380877
4579,81,6,1,0.2236424049986006,0.14773170606534264,0.4060706905365412
5556,99,1,6,0.2236424049986006,0.1480441126626551,0.2553811318715585
5948,106,1,6,0.22700206537490464,0.14836993268114507,0.40740458715902766
3347,59,6,1,0.22779269832827792,0.14921980409493224,0.3856158960036069
2532,45,1,6,0.22735492556606596,0.15036902701816623,0.43236654704391564
2535,45,2,1,0.22715681429019027,0.15074938949536432,0.4417559338612815
6540,116,6,2,0.22840899570642784,0.1511493505612716,0.40731336138439145
7435,132,6,1,0.223206297408944,0.1521190148085389,0.36857064097320774
3235,57,6,1,0.223206297408944,0.15228414709208726,0.42311000897005385
7212,128,6,2,0.22183127273634037,0.15249374750705058,0.436762754723909
3428,61,1,6,0.22171315499248045,0.1526335101970821,0.3667948315386449
2452,43,6,2,0.22217938817011096,0.15301290289354252,0.4095807003521691
2619,46,6,1,0.22217938817011096,0.15302173686548665,0.318145290087305
1300,23,1,6,0.22347586022800633,0.15365614260252158,0.21404831406723682
8052,143,6,2,0.22302605325502098,0.15394051655255803,0.36537169459897584
2528,45,1,2,0.22041238341644007,0.1552692464316654,0.47330781638729913
4467,79,6,1,0.22060947658529256,0.15536428566096439,0.3023250422097843
400,7,1,2,0.21812442425529827,0.15598362531564824,0.11861970078298047
3852,68,6,2,0.2170053501458247,0.15608612588127863,0.33878141989319255
4492,80,1,6,0.2170053501458247,0.15612154913419607,0.38895189755508297
4996,89,1,6,0.21735975867629767,0.1568042545675989,0.4537422864510196
7604,135,6,2,0.21446870452875436,0.15830238338502994,0.3678255240801582
1000,17,6,7,0.21446870452875436,0.15852187236360027,0.35987502344067457
1307,23,2,6,0.21446870452875436,0.15868393232467964,0.3898745119464346
2508,44,6,2,0.2121900365740614,0.15939294389460007,0.3960110149466598
964,17,1,6,0.21148859831806904,0.15972908850334733,0.27695118412696457
1728,30,6,7,0.21164770815057093,0.15979221036375293,0.4940885407593768
5496,98,1,2,0.21175129049215782,0.16088340130148526,0.45064125771528085
2084,37,1,6,0.20998702644264905,0.16112930440446033,0.44486906238143425
7603,135,6,1,0.2104473402731195,0.16183271707162905,0.3365303353637573
44,0,6,2,0.2104473402731195,0.16190358896134427,0.35035836676252585
7884,140,6,2,0.21471259124549927,0.1622750251284803,0.3271441015980133
4919,87,6,5,0.21471259124549927,0.16245020718102315,0.4418908259479635
3796,67,6,2,0.2165419518718602,0.16266335084127392,0.403599962227283
2588,46,1,6,0.2180380434218972,0.16277831524117614,0.289885432004611
512,9,1,2,0.21934058283382987,0.1631043035561793,0.2988574487571236
435,7,6,1,0.21934058283382987,0.16312816583384532,0.3201168122687716
3204,57,1,6,0.21934058283382987,0.16316684826669292,0.2288752521900163
2228,39,6,2,0.21597320490603847,0.16344912601162742,0.41757937880459517
3484,62,1,6,0.215031165609613,0.16393818449726938,0.2624792891893764
43,0,6,1,0.2177913235148406,0.16405218305198815,0.3349133958725383
1188,21,1,6,0.2170938728684683,0.1644616681272314,0.30840157197126444
6148,109,6,2,0.2170938728684683,0.1644675823846939,0.3649449823197803
6371,113,6,1,0.21498412622190263,0.16494089358705066,0.3264952195909306
5706,101,7,1,0.2123486565371691,0.16544353084107932,0.3804085459830282
7624,136,1,2,0.21358430444667087,0.1655351844036086,0.33959626468749915
3628,64,6,2,0.21424070288152877,0.16577266102204663,0.3903092151385311
4696,83,6,7,0.2153335414483223,0.16615120491102547,0.46938648449205933
6340,113,1,6,0.2181365750217316,0.1663509036871273,0.26897684386967285
996,17,6,2,0.2179233410967058,0.16652117835145033,0.3416519197707222
6595,117,6,1,0.21784201709871923,0.16696015392658664,0.36433548435237106
1219,21,6,1,0.21787846891803372,0.16716532263345102,0.3419945896319485
5711,101,7,6,0.21631259269482206,0.16756880457497908,0.6313930672698845
4411,78,6,1,0.2130356823860357,0.16853878763994978,0.29980026275948246
100,1,6,2,0.21291692696023581,0.16877899685125353,0.2868659913796164
517,9,1,7,0.21301050882524178,0.169141437722379,0.3602222994697044
292,5,1,6,0.21322308412434704,0.16948851092624118,0.43877041342144407
4828,86,1,6,0.21430593047213128,0.1698808837183593,0.4026897661370633
6229,111,1,7,0.21147400210686826,0.1704495416356539,0.4014489694755677
6270,111,7,5,0.21147400210686826,0.17051794865749914,0.6373651292302673
7043,125,6,1,0.2093960538175819,0.17139535752736595,0.40286424576658886
4472,79,6,7,0.20840287254564713,0.1717576140853701,0.4123115212159959
6228,111,1,6,0.21869522318336937,0.17283645066927755,0.4014489694755677
2028,36,1,6,0.21868788711408882,0.1731372057123443,0.4447041295440027
6268,111,7,3,0.21868788711408882,0.17325312191095318,0.6373651292302673
6708,119,6,2,0.22067425855856448,0.17359917323813906,0.2867628379812859
1163,20,6,1,0.22235666383701996,0.17379612672187106,0.31222171615226324
6564,117,1,6,0.22088627226201715,0.17413471276848708,0.2498118475204672
4488,80,1,2,0.22088627226201715,0.17413889553826573,0.3865652960254954
8188,146,1,6,0.22088627226201715,0.17418367608937874,0.20378797482853306
1051,18,6,1,0.22166844962583881,0.1746927214629762,0.32500098646419473
4636,82,6,2,0.2206076004301937,0.17503246210112594,0.3601036401262334
3856,68,6,7,0.2207375047102953,0.17542370829486909,0.4335575553053709
3932,70,1,6,0.2207375047102953,0.17551516787963273,0.41717318067949943
2085,37,1,7,0.2207375047102953,0.17560469728909806,0.44486906238143425
2620,46,6,2,0.2219627570604117,0.17585839351238242,0.318145290087305
4555,81,2,6,0.21961168464269432,0.17670061843896673,0.3773207935345596
3739,66,6,1,0.21954578454819934,0.17678497940700705,0.28920871020088557
1800,32,1,2,0.21954578454819934,0.17683385563735876,0.24206713236656346
3516,62,6,2,0.2174119864016762,0.177157847586491,0.2697955030810776
7852,140,1,6,0.2166239969067279,0.1772168242934819,0.401963045861388
3403,60,6,1,0.21672330208729682,0.1772529602454712,0.24291795554385598
684,12,1,6,0.21672330208729682,0.17729743680346266,0.13014119885361683
6263,111,6,5,0.2194391898618355,0.17766235159819102,0.4311175899027874
8219,146,6,1,0.22010445446014087,0.1778108219552002,0.22686618136396428
5644,100,6,2,0.22125213937264293,0.17799254521471347,0.416755878911584
1296,23,1,2,0.22484276483638002,0.17859809004766064,0.12807295284921072
5480,97,6,7,0.22484276483638002,0.17862899005391591,0.4040603779238274
8189,146,1,7,0.22362995970279786,0.1787559336660557,0.2948020409076489
3359,59,7,6,0.22466997785170648,0.1790790081452982,0.5502019377597562
4436,79,1,6,0.22749023260068008,0.17958471495037331,0.3396199017641597
6261,111,6,3,0.2294930203959451,0.17990567797130738,0.41242291554619637
8163,145,6,1,0.22958648542264734,0.17996299422098722,0.3156818975361373
4860,86,6,2,0.22958648542264734,0.18003460158026202,0.3797397533684602
1679,29,7,6,0.22875705815110675,0.18020229955447475,0.7479717528490757
4324,77,1,6,0.22701154281742472,0.18078060385916117,0.45039487950621265
8076,144,1,6,0.22775164096232012,0.18082874259207837,0.3731419299400543
460,8,1,6,0.22635275593397267,0.18114421073305093,0.30137409804802984
7099,126,6,1,0.22504716850942014,0.18122775204340635,0.3301592256789128
680,12,1,2,0.2243296933433783,0.18130031277029857,0.023725744088527387
1303,23,2,1,0.2243296933433783,0.18131948811721893,0.40121668001197747
1692,30,1,6,0.2231879473482057,0.18164693921759667,0.47284681184414135
7628,136,1,6,0.2231879473482057,0.18181126086552157,0.44196554934609816
939,16,6,1,0.22267518015400609,0.18186452719180357,0.39171480276643184
7687,137,2,1,0.22219162581156382,0.18194658782451884,0.3835436739980688
156,2,6,2,0.22157715434353523,0.18226003421326206,0.37546180561446507
1861,33,1,7,0.2205896049853081,0.18246796772635238,0.2850215068129886
4884,87,1,6,0.21969239885113168,0.182765649026088,0.3954242041579323
1674,29,7,1,0.2197558393229315,0.1829802725313266,0.5004797370125038
8224,146,6,7,0.21768127160345774,0.18373122343609022,0.34088119407466244
3236,57,6,2,0.21768127160345774,0.18378411618961932,0.4326927185688465
2416,43,1,2,0.2187388405385592,0.18393748425796708,0.43259708755789994
4768,85,1,2,0.2187388405385592,0.18397800644785844,0.28890201263555465
348,6,1,6,0.21836492213885422,0.18428266557832118,0.4106882347911027
2864,51,1,2,0.21836492213885422,0.18434091826074073,0.2266614100584584
7796,139,1,6,0.2185549890694766,0.18456653166434217,0.3758575091277706
4920,87,6,7,0.2185549890694766,0.18459189456319436,0.37934086323540495
2788,49,6,2,0.21883294677983062,0.18485866071777385,0.2646066433872266
2004,35,6,2,0.21883294677983062,0.18488413653493835,0.3852676188099679
5944,106,1,2,0.21909237606998677,0.18492401351498272,0.24094367949372816
4584,81,6,7,0.21862968520258444,0.18501171324665244,0.4223800742887674
120,2,1,2,0.2226102266748154,0.18541953051465065,0.2649055408904297
2980,53,1,6,0.21890061485528725,0.18568287717028503,0.382883470284645
6452,115,1,6,0.21827043087382897,0.18610771557123773,0.5452475601132234
3316,59,1,6,0.21827043087382897,0.18619436660073763,0.2496800037424117
3144,56,1,2,0.21864767154379935,0.18635698228316921,0.007769112400062631
2003,35,6,1,0.21805515204530926,0.18678652298147141,0.33061150087307833
4357,77,6,3,0.21779165356418506,0.1868369088064951,0.3983181395104452
772,13,6,2,0.2162069209764105,0.1870885755545078,0.3531259134314419
2115,37,6,1,0.21568252833360627,0.1872545968048177,0.38214164648752724
2584,46,1,2,0.2156309440162469,0.18757947014466586,0.1952793320851976
4360,77,6,7,0.21635876569015422,0.1877930475926774,0.41916144264560273
1580,28,1,6,0.21635876569015422,0.1878092094454175,0.08433550295767298
5031,89,6,5,0.21750138803693167,0.18821221291495976,0.44546255499691373
1860,33,1,6,0.21750138803693167,0.1882185554023071,0.2850215068129886
6875,122,6,1,0.21693395535442764,0.18841912349592116,0.3416188153154135
5669,101,1,7,0.21611326488131086,0.18865672614173062,0.16380803893115306
2196,39,1,6,0.21540427651192995,0.18870652959205075,0.3345181207121556
7516,134,1,6,0.2150670126558739,0.18894021188851856,0.28077938691783944
5923,105,6,1,0.2150670126558739,0.18902077476465584,0.3857317507828477
1672,29,6,7,0.21522810828322003,0.1892127232439832,0.42288570866487357
5531,98,6,1,0.21522810828322003,0.18922741679129634,0.43175821373803014
1856,33,1,2,0.21580374686394316,0.1894587861155536,0.17455403629200467
965,17,1,7,0.21580374686394316,0.18949934098057974,0.3040638657214879
2644,47,1,6,0.21580374686394316,0.18951458238243218,0.3837249059976262
1189,21,1,7,0.2134649723997807,0.19039594170646856,0.30106457206271836
3151,56,2,1,0.2143125734694049,0.1904760419359977,0.461241481918109
2976,53,1,2,0.2143125734694049,0.19051414971744235,0.1014825754872511
5216,93,1,2,0.21458488948125226,0.19058796338355471,0.24725601901992422
6224,111,1,2,0.21425801818775148,0.1906560981640813,0.17549634172417278
6623,118,2,1,0.21349893061471642,0.1906840362182773,0.3686167391786568
2476,44,1,6,0.2125978380490618,0.19100776171034123,0.3421628483315353
456,8,1,2,0.2153334119220793,0.19173084397902784,0.17182889882840122
8226,146,7,1,0.21621816690623422,0.1919325726193548,0.594635614416908
4692,83,6,2,0.21580463941758599,0.19212145191672436,0.4567752586902304
4548,81,1,6,0.21456776718807766,0.19251377163938305,0.2925102188285558
5029,89,6,3,0.21611622012164566,0.19276174678798527,0.4948216815611902
3348,59,6,2,0.21565540952302412,0.192905312842693,0.2709980408549373
3424,61,1,2,0.21593403313355605,0.19295104170287855,0.2352245470262805
69,1,1,7,0.2156853826607164,0.19311055893962503,0.33173871441238584
7100,126,6,2,0.2158489710707322,0.1932260892925573,0.3817779501548658
8231,146,7,6,0.21831466648047204,0.19329000928046564,0.6410909011527858
1224,21,6,7,0.21819570410705144,0.1936270953182625,0.3885560865442798
7180,128,1,6,0.21957488843664275,0.19374804242018073,0.25620519391598745
7680,137,1,2,0.21957488843664275,0.19377547985260496,0.16545831073126338
5704,101,6,7,0.22069294704454007,0.19391630071369248,0.31373889444229497
3354,59,7,1,0.21994025994694108,0.19401262313259016,0.4053826062930092
4551,81,2,1,0.21994025994694108,0.1940444497953259,0.3658718864054282
1052,18,6,2,0.21966956004081975,0.19415385145027492,0.32500098646419473
4779,85,2,6,0.21878399216283262,0.19481577412830625,0.44473497433770814
4244,75,6,2,0.2192373694803765,0.19496403885942065,0.3321127955939431
3011,53,6,1,0.21899550651269684,0.19513012872294616,0.2837581399457364
2899,51,6,1,0.2197422126076232,0.1952208802153954,0.31030366978120166
1667,29,6,1,0.2197422126076232,0.19545441067664998,0.3494193795296068
1301,23,1,7,0.2197422126076232,0.19548308180359136,0.30441171739397926
6788,121,1,6,0.2197422126076232,0.195524588837161,0.5074460270256976
960,17,1,2,0.2197422126076232,0.19555155754609171,0.11998602149184102
2869,51,1,7,0.2189667206679699,0.19602592230433308,0.33910185204232146
48,0,6,7,0.2190988881369151,0.19606675216578587,0.36732822200548204
4243,75,6,1,0.21834893525604554,0.19610662309114563,0.29634199053058224
771,13,6,1,0.21834893525604554,0.1961262215694507,0.3036092307141222
8132,145,1,6,0.21998446587226467,0.19617605358321238,0.41879408075225816
3200,57,1,2,0.21998446587226467,0.19618536180332063,0.1842791203427048
176,3,1,2,0.21877085828066012,0.1968423000877581,0.2806865977393854
461,8,1,7,0.21927123195294254,0.1969914146488808,0.3650833225728429
5811,103,6,1,0.21927123195294254,0.1970463105503194,0.33262206539268335
1335,23,6,5,0.21927123195294254,0.1970967092691569,0.3908948607171063
2456,43,6,7,0.21808003512039292,0.19720987707780982,0.3820727325326197
5220,93,1,6,0.21740770822836505,0.19731770369528295,0.33888948292708526
1637,29,1,7,0.21775913116797813,0.19737784489687854,0.4034268053599986
6265,111,7,0,0.21643086531731967,0.19768462391281993,0.48500923561129283
747,13,2,6,0.2167763371183569,0.1978682118652499,0.4160622870586307
4468,79,6,2,0.21609650900035826,0.19788333913221604,0.3023250422097843
1675,29,7,2,0.21609650900035826,0.19789758844937946,0.6540723820637203
1979,35,2,6,0.21609650900035826,0.19802239706233765,0.23354020622445254
5332,95,1,6,0.21661214340423715,0.19809975482731662,0.537042653729239
1308,23,2,7,0.21728255428163049,0.19828172683385828,0.37857397605732473
3317,59,1,7,0.21728255428163049,0.1983004135323891,0.21767259446521256
3876,69,1,6,0.21649961789022007,0.19854208827699832,0.3295510111301887
8020,143,1,6,0.21672769971365693,0.19891744066389055,0.3506608093258089
436,7,6,2,0.21672769971365693,0.19903131897666304,0.3201168122687716
288,5,1,2,0.21672769971365693,0.19906000779790328,0.4373778830419957
160,2,6,7,0.21672769971365693,0.1990689771292774,0.3589603655643847
5552,99,1,2,0.21621006179674707,0.19909963903161973,0.34447236297504363
2064,36,6,7,0.21621006179674707,0.19910339901490287,0.362232383842853
6784,121,1,2,0.2156638783927318,0.19933576021613952,0.2590429928203077
3596,64,1,6,0.21516309000501532,0.19956486442104465,0.4095765707946603
2640,47,1,2,0.21478173800943437,0.19991336855866315,0.23723547605610673
6258,111,6,0,0.21484188936212886,0.1999438355931036,0.41242291554619637
5195,92,6,1,0.21484188936212886,0.19996302367097668,0.3737670889023757
7124,127,1,6,0.21506671210859857,0.20016887864192356,0.27089695256842333
5668,101,1,6,0.21526605365306378,0.20052934851529372,0.15450115957790683
6091,108,6,1,0.21540463179168512,0.2006357604637079,0.2697832326097537
1636,29,1,6,0.2138964250899793,0.2008582962317299,0.4166431579543868
3067,54,6,1,0.21362047601943127,0.201181432443928,0.29280251337643975
5928,105,6,7,0.2124135612034736,0.20126761634828194,0.40797396436505967
7044,125,6,2,0.2124135612034736,0.20127731467885956,0.384027913332128
5836,104,1,6,0.2124135612034736,0.20130804378300488,0.33050019649211093
5591,99,6,5,0.21294125992264534,0.20156190636154397,0.42288452188177555
549,9,6,3,0.21294125992264534,0.20161034848204626,0.3575156768865541
4437,79,1,7,0.21085938017861686,0.20163972295212026,0.3330421691026101
1244,22,1,6,0.2092766680124397,0.20174146278950073,0.22738451784757252
125,2,1,7,0.2092766680124397,0.20177124253787976,0.49650061099255316
180,3,1,6,0.20892708816067,0.20179787175971897,0.34708286025358587
7160,127,6,7,0.20930872402826428,0.20189975748042616,0.37576854351733463
6508,116,1,6,0.20881859626880203,0.20194496374525256,0.6389163267592378
6844,122,1,6,0.20961941064336373,0.20226642042822846,0.37036136612759674
3404,60,6,2,0.20836152903373012,0.2023410104149166,0.2732035357627348
3907,69,6,1,0.20836152903373012,0.2023685185828275,0.4136795476280638
3429,61,1,7,0.20771906771728585,0.20257770144811788,0.3667948315386449
944,16,6,7,0.20771906771728585,0.20260536648152755,0.44925665486805516
5892,105,1,6,0.20849880532931964,0.20273993522825967,0.3068266907509506
4600,82,1,2,0.20849880532931964,0.20274341179077313,0.2663972146797213
1727,30,6,5,0.20696145051511616,0.203023336337249,0.4299234844481825
6712,119,6,7,0.20696145051511616,0.20302928323108882,0.3464072843409373
5707,101,7,2,0.20696145051511616,0.2030373632532276,0.3759940824374781
1443,25,6,1,0.20692032731444945,0.20311233316658667,0.2917736144431345
7104,126,6,7,0.20834690359283084,0.20325431525951038,0.4159514639046549
1972,35,1,6,0.20802148190433317,0.20348244755320116,0.124492066354229
4544,81,1,2,0.20802145963639332,0.20362521500745148,0.31856140374011194
5699,101,6,1,0.20802145963639332,0.20371030823703035,0.3683813712617925
3012,53,6,2,0.20833854557030607,0.20374920171438915,0.3399355793150272
1020,18,1,6,0.20874025229435486,0.203958448646059,0.19728380803644666
2140,38,1,6,0.20990283944839477,0.20425122212556457,0.08011316210045163
6227,111,1,5,0.20990283944839477,0.2042553821700592,0.36263827613976424
5612,100,1,6,0.20990283944839477,0.20428029451943613,0.40771522611299327
7995,142,6,1,0.20994495808327285,0.2043451856295358,0.3023237301932954
4808,85,6,7,0.2092336140568159,0.20449558057223505,0.39864557279778123
3933,70,1,7,0.20970209070230197,0.20460048486924942,0.41717318067949943
5979,106,6,1,0.20970209070230197,0.20462407427456314,0.3409220973647219
6225,111,1,3,0.20970209070230197,0.2046679468638475,0.27762366702584285
267,4,6,1,0.2094119141843343,0.20478646422201058,0.3343154014877846
1333,23,6,3,0.2097879072720275,0.20509573675905918,0.36983526915371157
1975,35,2,1,0.21060907251201016,0.2051075244548594,0.22902320031916443
8331,148,6,1,0.21096202633596378,0.20537745945362773,0.4713538893640245
1616,28,6,7,0.21114676911050426,0.20549657996602327,0.33760421268047813
551,9,6,5,0.21058256566975844,0.2055878289943338,0.35393869396280214
4997,89,1,7,0.21058256566975844,0.2056321348549757,0.42469035411728634
4640,82,6,7,0.21058256566975844,0.20577701849440969,0.47190056931247526
4759,84,7,6,0.21050481099663607,0.2060070802312582,0.765846029500783
7216,128,6,7,0.20979936858351178,0.20633015640464292,0.41697545384601326
299,5,2,6,0.2084743919294443,0.2065206160011926,0.4259584290266147
6789,121,1,7,0.2084743919294443,0.20657735285504386,0.4892532084210794
7631,136,2,1,0.20753312274964608,0.20686405024941606,0.4395255132646087
7848,140,1,2,0.20823105590164045,0.2069809374619177,0.12076064828527681
1916,34,1,6,0.20774794559068818,0.20747711467279056,0.46685519610245085
6269,111,7,4,0.20817507771736504,0.20767079108976683,0.6373651292302673
6544,116,6,7,0.2093252461399086,0.20794862049726262,0.6077415965872485
6172,110,1,6,0.2093252461399086,0.20798398060074935,0.24461107444012575
2120,37,6,7,0.2092891899298766,0.20810265111765675,0.5011320858299987
1184,21,1,2,0.2086803950865239,0.2081308215523475,0.21058107607193238
6262,111,6,4,0.2086803950865239,0.20813426088557974,0.41242291554619637
940,16,6,2,0.20842042898583674,0.2082791235340828,0.39171480276643184
6223,111,1,0,0.20842042898583674,0.20835311566602854,0.11670925165713596
1668,29,6,2,0.2091691319944298,0.2086194773568251,0.3918556331217737
5557,99,1,7,0.2091691319944298,0.20862298126041953,0.3030786108851452
3652,65,1,6,0.2091691319944298,0.20864801018319495,0.3048501844631246
1968,35,1,2,0.2091691319944298,0.20868168585104857,0.12905524478842015
2983,53,2,1,0.2086476497546836,0.20874082278657047,0.4208363942264821
7491,133,6,1,0.2086476497546836,0.2087417326622063,0.32766890572929114
4754,84,7,1,0.20900466740756543,0.20876485796987726,0.3872879294959722
848,15,1,2,0.2092189867926777,0.20877948402520535,0.3183822745812594
796,14,1,6,0.21186575849887263,0.20915881677867737,0.31786164154708124
6236,111,2,7,0.21186575849887263,0.20917737525096086,0.48253663997396457
6235,111,2,6,0.21211574213678594,0.20924159513440904,0.4732547502162778
344,6,1,2,0.21255073008969047,0.20936397023868758,0.25019119798452205
6092,108,6,2,0.2128733560527125,0.20947100059382295,0.2697832326097537
3408,60,6,7,0.2128733560527125,0.20956139066288842,0.36761628381986083
6231,111,2,1,0.21286931531686465,0.20960722131071166,0.47250940645628675
7460,133,1,6,0.21207702233999795,0.2096656982924086,0.32536644203072185
6226,111,1,4,0.21370355743197073,0.20985939684886526,0.27762366702584285
3708,66,1,6,0.21126515862075693,0.21005151110801773,0.2609922911715883
6234,111,2,5,0.21126515862075693,0.2100869227487516,0.4732547502162778
6232,111,2,3,0.21126515862075693,0.21009802281841355,0.47250940645628675
6230,111,2,0,0.2112766860511606,0.21019717243309474,0.3618017557358847
6233,111,2,4,0.2112766860511606,0.2102376989888366,0.47250940645628675
1748,31,1,6,0.2117353586110013,0.21032067185970021,0.3538777404741029
7348,131,1,6,0.2117353586110013,0.2103439194363506,0.3572862504280589
2509,44,6,3,0.2117353586110013,0.21037551461714732,0.3960110149466598
5083,90,6,1,0.2117353586110013,0.21039147815205284,0.4395873577458298
743,13,2,1,0.2117353586110013,0.2104050946267145,0.4052483480391589
3148,56,1,6,0.21029308644456626,0.21077189859012585,0.39503537159566576
1220,21,6,2,0.2092386817484552,0.21085636721170514,0.3472173372552315
6112,109,1,2,0.2092386817484552,0.2109579156476798,0.22291708786853118
6255,111,5,4,0.21021692916012416,0.2112903896450425,0.44881840140865575
6240,111,3,4,0.21021692916012416,0.21132100720707925,0.46311046224777985
6219,111,0,4,0.2109641219230469,0.21159633306758135,0.162839692504219
3928,70,1,2,0.2109641219230469,0.21159949611192364,0.2107752731648297
2364,42,1,6,0.210936229817425,0.21170606735127956,0.2859127140491575
8056,143,6,7,0.21151224735291613,0.21177729033411893,0.37477883617842295
7379,131,6,1,0.2116777512676722,0.21198463624784336,0.30339286323376113
5363,95,6,1,0.2116777512676722,0.21199937206687908,0.4340036777357537
852,15,1,6,0.21216610726985033,0.21203180747722672,0.5210524733731444
1898,33,7,1,0.21216610726985033,0.21206961787129713,0.4083422432269549
1587,28,2,6,0.21216610726985033,0.21209156531740858,0.3040320178413743
2987,53,2,6,0.21053038203949692,0.2125584171139311,0.39586936553190866
1576,28,1,2,0.20994143498896392,0.2127757117684318,-0.15210627036215582
2568,45,6,7,0.20994143498896392,0.21280983255091332,0.46827011923291395
8164,145,6,2,0.20994143498896392,0.2128151420252592,0.41426580689894993
4992,89,1,2,0.2092087079127953,0.212839557630716,0.30617630981717875
491,8,6,1,0.2089411107906561,0.2130243178347696,0.36346572558722096
4775,85,2,1,0.2089411107906561,0.21305474199386956,0.4274022883988375
5589,99,6,3,0.20848929560295484,0.21320603375545194,0.3572410689156965
3435,61,2,6,0.2077929808429299,0.2132384562761993,0.40809305251392175
3872,69,1,2,0.20805560737637688,0.21440489772287497,0.24569698645703972
7608,135,6,7,0.20805560737637688,0.21440788185627999,0.46768931571529304
6763,120,6,1,0.20805560737637688,0.21447693903655152,0.3097920956018657
6627,118,2,6,0.20732661465333732,0.2144930157559597,0.34683620942813
4752,84,6,7,0.20732661465333732,0.2145590467162311,0.3315978057234352
8184,146,1,2,0.20724389120079678,0.2147046956765466,0.09339012688527298
5223,93,2,1,0.20642724257910175,0.21506518018481507,0.5776988682037809
104,1,6,7,0.2081709367187716,0.21515334367868347,0.3322142845680864
1632,29,1,2,0.20739940569247828,0.21519942525964636,0.3394379925557663
2252,40,1,6,0.20628680440173355,0.21530862870238415,0.42027072202802895
6251,111,5,0,0.20628680440173355,0.21532857699863828,0.43901966368611733
3092,55,1,6,0.20628680440173355,0.21535573534955127,0.4824487654680813
6237,111,3,0,0.2067051007829802,0.21547782416512068,0.4664479758344646
3155,56,2,6,0.2061909610503851,0.21566100796019144,0.4398648082945229
908,16,1,6,0.20633524151643448,0.21587548524855066,0.24508890967824987
